Queried a client with name Andrei,2020-04-24 21:35:53.424
Queried the system for bank with best deposit,2020-04-24 21:35:53.424
Queried a client with name Andrei,2020-04-24 21:35:53.427
Queried a client with name Andrei,2020-04-24 21:35:53.428
Queried a client with name Andrei,2020-04-24 21:35:53.428
Queried a client with name Andrei,2020-04-24 21:35:53.432
Queried the system for bank with best credit card,2020-04-24 21:35:53.433
Queried the system for bank with best mortgage,2020-04-24 21:35:53.435
Queried the system for bank with best debit card,2020-04-24 21:35:53.435
Queried the system for client with most accounts,2020-04-24 21:35:53.435
Imported Banks from CSV,2020-04-24 21:50:14.127
Created a new bank,2020-04-24 21:50:14.153
Created a new bank,2020-04-24 21:50:14.153
Created a new bank,2020-04-24 21:50:14.154
Created a new bank,2020-04-24 21:50:14.154
Created a new bank,2020-04-24 21:50:14.154
Created a new bank,2020-04-24 21:50:14.154
Created a new bank,2020-04-24 21:50:14.155
Created a new bank,2020-04-24 21:50:14.155
Created a new bank,2020-04-24 21:50:14.155
Created a new bank,2020-04-24 21:50:14.155
Created a new bank,2020-04-24 21:50:14.155
Created a new bank,2020-04-24 21:50:14.156
Imported Clients from CSV,2020-04-24 21:50:14.156
Created a new client,2020-04-24 21:50:14.157
Created a new client,2020-04-24 21:50:14.157
Created a new client,2020-04-24 21:50:14.157
Created a new client,2020-04-24 21:50:14.158
Created a new client,2020-04-24 21:50:14.158
Created a new client,2020-04-24 21:50:14.158
Created a new client,2020-04-24 21:50:14.158
Imported Employees from CSV,2020-04-24 21:50:14.158
Created a new employee,2020-04-24 21:50:14.16
Created a new employee,2020-04-24 21:50:14.16
Created a new employee,2020-04-24 21:50:14.16
Created a new employee,2020-04-24 21:50:14.16
Created a new employee,2020-04-24 21:50:14.161
Created a new employee,2020-04-24 21:50:14.161
Created a new employee,2020-04-24 21:50:14.161
Created a new employee,2020-04-24 21:50:14.161
Created a new employee,2020-04-24 21:50:14.161
Created a new employee,2020-04-24 21:50:14.161
Created a new employee,2020-04-24 21:50:14.162
Created a new employee,2020-04-24 21:50:14.162
Created a new employee,2020-04-24 21:50:14.162
Created a new employee,2020-04-24 21:50:14.162
Created a new employee,2020-04-24 21:50:14.162
Created a new employee,2020-04-24 21:50:14.163
Created a new employee,2020-04-24 21:50:14.163
Created a new employee,2020-04-24 21:50:14.163
Created a new employee,2020-04-24 21:50:14.163
Created a new employee,2020-04-24 21:50:14.163
Created a new employee,2020-04-24 21:50:14.164
Displayed all users,2020-04-24 21:50:14.164
Displayed all banks,2020-04-24 21:50:14.164
Displayed all employees,2020-04-24 21:50:14.164
Queried a client with name Andrei,2020-04-24 21:50:14.165
Queried the system for bank with best deposit,2020-04-24 21:50:14.165
Queried a client with name Andrei,2020-04-24 21:50:14.17
Queried a client with name Andrei,2020-04-24 21:50:14.17
Queried a client with name Andrei,2020-04-24 21:50:14.17
Queried a client with name Andrei,2020-04-24 21:50:14.174
Queried the system for bank with best credit card,2020-04-24 21:50:14.175
Queried the system for bank with best mortgage,2020-04-24 21:50:14.177
Queried the system for bank with best debit card,2020-04-24 21:50:14.177
Queried the system for client with most accounts,2020-04-24 21:50:14.178
Imported Banks from CSV,2020-04-24 21:57:06.612
Created a new bank,2020-04-24 21:57:06.633
Created a new bank,2020-04-24 21:57:06.633
Created a new bank,2020-04-24 21:57:06.634
Created a new bank,2020-04-24 21:57:06.634
Created a new bank,2020-04-24 21:57:06.634
Created a new bank,2020-04-24 21:57:06.634
Created a new bank,2020-04-24 21:57:06.634
Created a new bank,2020-04-24 21:57:06.635
Created a new bank,2020-04-24 21:57:06.635
Created a new bank,2020-04-24 21:57:06.635
Created a new bank,2020-04-24 21:57:06.635
Created a new bank,2020-04-24 21:57:06.635
Imported Clients from CSV,2020-04-24 21:57:06.636
Created a new client,2020-04-24 21:57:06.637
Created a new client,2020-04-24 21:57:06.637
Created a new client,2020-04-24 21:57:06.637
Created a new client,2020-04-24 21:57:06.637
Created a new client,2020-04-24 21:57:06.637
Created a new client,2020-04-24 21:57:06.638
Created a new client,2020-04-24 21:57:06.638
Imported Employees from CSV,2020-04-24 21:57:06.638
Created a new employee,2020-04-24 21:57:06.639
Created a new employee,2020-04-24 21:57:06.639
Created a new employee,2020-04-24 21:57:06.64
Created a new employee,2020-04-24 21:57:06.64
Created a new employee,2020-04-24 21:57:06.64
Created a new employee,2020-04-24 21:57:06.64
Created a new employee,2020-04-24 21:57:06.641
Created a new employee,2020-04-24 21:57:06.641
Created a new employee,2020-04-24 21:57:06.641
Created a new employee,2020-04-24 21:57:06.641
Created a new employee,2020-04-24 21:57:06.641
Created a new employee,2020-04-24 21:57:06.641
Created a new employee,2020-04-24 21:57:06.642
Created a new employee,2020-04-24 21:57:06.642
Created a new employee,2020-04-24 21:57:06.642
Created a new employee,2020-04-24 21:57:06.642
Created a new employee,2020-04-24 21:57:06.642
Created a new employee,2020-04-24 21:57:06.642
Created a new employee,2020-04-24 21:57:06.643
Created a new employee,2020-04-24 21:57:06.643
Created a new employee,2020-04-24 21:57:06.643
Displayed all users,2020-04-24 21:57:06.643
Displayed all banks,2020-04-24 21:57:06.644
Displayed all employees,2020-04-24 21:57:06.644
Queried a client with name Andrei,2020-04-24 21:57:06.644
Queried the system for bank with best deposit,2020-04-24 21:57:06.644
Queried a client with name Andrei,2020-04-24 21:57:06.649
Queried a client with name Andrei,2020-04-24 21:57:06.649
Queried a client with name Andrei,2020-04-24 21:57:06.649
Queried a client with name Andrei,2020-04-24 21:57:06.653
Queried the system for bank with best credit card,2020-04-24 21:57:06.654
Queried the system for bank with best mortgage,2020-04-24 21:57:06.656
Queried the system for bank with best debit card,2020-04-24 21:57:06.656
Queried the system for client with most accounts,2020-04-24 21:57:06.657
Imported Banks from CSV,2020-04-24 21:58:59.539
Created a new bank,2020-04-24 21:58:59.561
Created a new bank,2020-04-24 21:58:59.561
Created a new bank,2020-04-24 21:58:59.562
Created a new bank,2020-04-24 21:58:59.562
Created a new bank,2020-04-24 21:58:59.562
Created a new bank,2020-04-24 21:58:59.562
Created a new bank,2020-04-24 21:58:59.563
Created a new bank,2020-04-24 21:58:59.563
Created a new bank,2020-04-24 21:58:59.563
Created a new bank,2020-04-24 21:58:59.563
Created a new bank,2020-04-24 21:58:59.563
Created a new bank,2020-04-24 21:58:59.563
Imported Clients from CSV,2020-04-24 21:58:59.564
Created a new client,2020-04-24 21:58:59.564
Created a new client,2020-04-24 21:58:59.565
Created a new client,2020-04-24 21:58:59.565
Created a new client,2020-04-24 21:58:59.565
Created a new client,2020-04-24 21:58:59.565
Created a new client,2020-04-24 21:58:59.565
Created a new client,2020-04-24 21:58:59.566
Imported Employees from CSV,2020-04-24 21:58:59.566
Created a new employee,2020-04-24 21:58:59.567
Created a new employee,2020-04-24 21:58:59.567
Created a new employee,2020-04-24 21:58:59.567
Created a new employee,2020-04-24 21:58:59.567
Created a new employee,2020-04-24 21:58:59.568
Created a new employee,2020-04-24 21:58:59.568
Created a new employee,2020-04-24 21:58:59.568
Created a new employee,2020-04-24 21:58:59.568
Created a new employee,2020-04-24 21:58:59.568
Created a new employee,2020-04-24 21:58:59.568
Created a new employee,2020-04-24 21:58:59.569
Created a new employee,2020-04-24 21:58:59.569
Created a new employee,2020-04-24 21:58:59.569
Created a new employee,2020-04-24 21:58:59.569
Created a new employee,2020-04-24 21:58:59.569
Created a new employee,2020-04-24 21:58:59.569
Created a new employee,2020-04-24 21:58:59.57
Created a new employee,2020-04-24 21:58:59.57
Created a new employee,2020-04-24 21:58:59.57
Created a new employee,2020-04-24 21:58:59.57
Created a new employee,2020-04-24 21:58:59.57
Displayed all users,2020-04-24 21:58:59.571
Displayed all banks,2020-04-24 21:58:59.571
Displayed all employees,2020-04-24 21:58:59.571
Queried a client with name Andrei,2020-04-24 21:58:59.571
Queried the system for bank with best deposit,2020-04-24 21:58:59.572
Queried a client with name Andrei,2020-04-24 21:58:59.576
Queried a client with name Andrei,2020-04-24 21:58:59.576
Queried a client with name Andrei,2020-04-24 21:58:59.576
Queried a client with name Andrei,2020-04-24 21:58:59.58
Queried the system for bank with best credit card,2020-04-24 21:58:59.581
Queried the system for bank with best mortgage,2020-04-24 21:58:59.583
Queried the system for bank with best debit card,2020-04-24 21:58:59.584
Queried the system for client with most accounts,2020-04-24 21:58:59.584
